"Restaurant.Name","BBL","Building.Number","Street","Borough","Postcode","Latitude","Longitude","Business.Address","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol","Time.of.Submission","GRADE","GRADE.DATE","CUISINE.DESCRIPTION","Time"
"Vina Del Mar Restaurant",4096750029,"89-52","146th Street","Queens",11435,40.702658,-73.809279,"89-52  146th Street , Queens, NY","yes","no","no","08/03/2020 04:52:00 PM","A",2020-01-28,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","08/03/2020"
"BUTLER",3000367504,"40","Water Street","Brooklyn",11201,40.70329,-73.992213,"40 Water Street, Brooklyn, NY","yes","yes","no","06/19/2020 01:50:00 PM","A",2019-12-06,"Ice Cream, Gelato, Yogurt, Ices","06/19/2020"
"Old Timers",3031700009,"1157","Myrtle Ave","Brooklyn",11206,40.697047,-73.934733,"1157 Myrtle Ave, Brooklyn, NY","yes","yes","yes","06/19/2020 11:20:00 AM","A",2019-04-05,"American","06/19/2020"
"Raouls Restaurant",1005030019,"180","Prince Street","Manhattan",10012,40.726327,-74.002035,"180 Prince Street , Manhattan, NY","yes","yes","yes","06/19/2020 12:20:00 PM","A",2020-02-11,"French","06/19/2020"
"BECKETTS BAR & GRILL",1000290024,"81","pearl street","Manhattan",10004,40.704023,-74.0102,"81 pearl street , Manhattan, NY","yes","yes","yes","06/22/2020 12:20:00 PM","A",2020-03-11,"American","06/22/2020"
"Rathboneï¿½s Pub",1015510002,"1702","2nd Ave","Manhattan",10128,40.779334,-73.95067,"1702  2nd Ave , Manhattan, NY","yes","no","yes","06/19/2020 02:53:00 PM","A",2019-10-16,"American","06/19/2020"
"Ovelia",4006280048,"3401","30th ave","Queens",11103,40.765721,-73.918861,"3401 30th ave, Queens, NY","yes","no","yes","06/19/2020 11:06:00 AM","A",2019-12-13,"Greek","06/19/2020"
"Jimmy's Grand Cafe",2038067501,"1001","Castle Hill Avenue","Bronx",10472,40.827705,-73.850067,"1001  Castle Hill Avenue , Bronx, NY","yes","no","yes","06/20/2020 06:08:00 PM","A",2019-04-02,"American","06/20/2020"
"Anejo Tribeca",1001930025,"301","Church St","Manhattan",10013,40.719322,-74.00447,"301 Church St , Manhattan, NY","yes","yes","yes","06/19/2020 02:54:00 PM","A",2020-03-16,"Mexican","06/19/2020"
"Ki sushi",3009390031,"282","Flatbush Avenue","Brooklyn",11217,40.678499,-73.973422,"282  Flatbush Avenue , Brooklyn, NY","yes","no","yes","06/19/2020 02:09:00 PM","A",2019-11-07,"Japanese","06/19/2020"
"Flour and Oak",5004970009,"12","Minthorne","Staten Island",10301,40.637331,-74.075419,"12 Minthorne, Staten Island, NY","yes","yes","yes","06/19/2020 03:01:00 PM","A",2020-01-08,"Barbecue","06/19/2020"
"WOLF AND DEER",3009340040,"74","5TH AVENUE","Brooklyn",11217,40.680732,-73.977546,"74 5TH AVENUE, Brooklyn, NY","yes","yes","yes","06/20/2020 12:20:00 PM","A",2019-12-12,"American","06/20/2020"
"Primavera Pizzeria Inc",2040520004,"761","Morris park ave","Bronx",10462,40.845695,-73.863891,"761 Morris park ave, Bronx, NY","yes","yes","no","06/22/2020 06:16:00 PM","A",2019-02-14,"Pizza","06/22/2020"
"andrews coffee shop",1008110001,"463","7th Avenue","Manhattan",10018,40.751749,-73.990057,"463 7th Avenue, Manhattan, NY","yes","yes","yes","06/20/2020 07:05:00 AM","A",2020-03-05,"American","06/20/2020"
"El Born",3026450025,"651","Manhattan Avenue","Brooklyn",11222,40.724464,-73.951198,"651  Manhattan Avenue, Brooklyn, NY","yes","yes","yes","06/19/2020 11:54:00 AM","A",2018-11-09,"Spanish","06/19/2020"
"Coffee Spot Cafe",3074600081,"1617","Jerome Avenue","Brooklyn",11235,40.587215,-73.95263,"1617 Jerome Avenue, Brooklyn, NY","yes","yes","no","06/20/2020 01:21:00 PM","A",2020-01-17,"Russian","06/20/2020"
"Brazmex Cafe",4162120022,"241","Beach 116 Street","Queens",11694,40.58055,-73.83764,"241 Beach 116 Street, Queens, NY","yes","yes","no","08/07/2020 03:49:00 PM","N",2020-08-07,"Brazilian","08/07/2020"
"Dewidar Corp",4006540093,"25-72","Steinway Street","Queens",11103,40.767536,-73.912043,"25-72  Steinway Street, Queens, NY","yes","yes","no","06/20/2020 08:38:00 PM","A",2019-01-08,"Café/Coffee/Tea","06/20/2020"
"SIMï¿½ PIZZA",1006430001,"90","Gansevoort Street","Manhattan",10014,40.73937,-74.008776,"90 Gansevoort Street, Manhattan, NY","yes","yes","yes","06/21/2020 01:44:00 PM","A",2019-09-26,"Pizza","06/21/2020"
"Angies Breakfast Spot",3034140004,"1637","BROADWAY","Brooklyn",11207,40.684945,-73.914031,"1637 BROADWAY, Brooklyn, NY","yes","no","no","06/29/2020 05:28:00 PM","A",2020-02-04,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/29/2020"
"The House of Pizza & calzone",3003420018,"132","Union Street","Brooklyn",11231,40.68417,-74.002261,"132 Union Street, Brooklyn, NY","yes","yes","yes","06/19/2020 05:09:00 PM","A",2020-02-20,"Pizza/Italian","06/19/2020"
"Frida Tacos",2058552257,"5786","Mosholu Ave","Bronx",10471,40.905416,-73.897745,"5786  Mosholu Ave, Bronx, NY","yes","yes","no","06/27/2020 12:16:00 AM","A",2019-09-05,"Pizza","06/27/2020"
"Frida Tacos",2058552257,"5786","Mosholu Ave","Bronx",10471,40.905416,-73.897745,"5786  Mosholu Ave, Bronx, NY","yes","yes","no","06/27/2020 12:16:00 AM","A",2019-09-05,"Barbecue","06/27/2020"
"Bravo Kosher Pizza",1008130023,"107","W 37th Street","Manhattan",10018,40.751938,-73.986942,"107  W 37th Street, Manhattan, NY","yes","yes","yes","06/22/2020 04:50:00 PM","Z",2020-03-09,"Jewish/Kosher","06/22/2020"
"Gomi Korean Wine Bar",1004050007,"186","Avenue A","Manhattan",10009,40.728876,-73.981466,"186 Avenue A, Manhattan, NY","no","yes","yes","06/25/2020 11:38:00 AM","A",2020-03-03,"Tapas","06/25/2020"
"da Gennaro restaurant",1002360031,"129","mulberry","Manhattan",10013,40.718332,-73.997836,"129  mulberry, Manhattan, NY","no","yes","yes","06/19/2020 02:26:00 PM","A",2019-04-30,"Italian","06/19/2020"
"Frankie Boy's Pizza",1008120056,"1367","Broadway","Manhattan",10036,40.751935,-73.987548,"1367 Broadway , Manhattan, NY","yes","yes","no","06/23/2020 11:46:00 PM","A",2019-09-12,"Donuts","06/23/2020"
"The Thirsty Koala",4008220033,"35-12","Ditmars Boulevard","Queens",11105,40.774736,-73.908741,"35-12 Ditmars Boulevard, Queens, NY","yes","yes","yes","06/19/2020 01:05:00 PM","A",2020-03-12,"Australian","06/19/2020"
"The Beatrice Inn",1006250063,"285","West 12th Street","Manhattan",10014,40.737553,-74.004121,"285 West 12th Street, Manhattan, NY","yes","yes","yes","06/23/2020 11:33:00 AM","B",2020-01-14,"American","06/23/2020"
"Jimmy Ryan's",2041680008,"3005","Middletown Rd.","Bronx",10461,40.843943,-73.83018,"3005 Middletown Rd., Bronx, NY","yes","yes","yes","06/20/2020 08:59:00 AM","A",2020-01-02,"American","06/20/2020"
"Fuel Fever",3063690039,"8615","18th Ave","Brooklyn",11214,40.606811,-74.003101,"8615 18th Ave, Brooklyn, NY","yes","yes","no","06/22/2020 11:52:00 PM","A",2020-03-05,"American","06/22/2020"
"Williamsbridge Diner Inc",2043320024,"2107","Williamsbridge Road","Bronx",10461,40.855722,-73.855505,"2107 Williamsbridge Road, Bronx, NY","yes","no","yes","06/21/2020 09:00:00 PM","A",2019-11-18,"American","06/21/2020"
"Dough Vale",3024370007,"330","South 3rd st","Brooklyn",11211,40.709369,-73.953939,"330 South 3rd st, Brooklyn, NY","yes","yes","no","06/19/2020 04:23:00 PM","A",2020-01-16,"Italian","06/19/2020"
"Ichibantei",1004410001,"401","East 13th st","Manhattan",10009,40.730523,-73.982732,"401  East 13th st, Manhattan, NY","yes","yes","yes","06/23/2020 11:48:00 AM","A",2019-06-25,"Japanese","06/23/2020"
"PJ bernstein",1014250001,"1215","3rd ave","Manhattan",10021,40.76862,-73.961404,"1215 3rd ave, Manhattan, NY","yes","yes","yes","06/21/2020 04:33:00 PM","A",2019-12-24,"Delicatessen","06/21/2020"
"Taqueria Al Pastor",3032590036,"128","Wyckoff ave","Brooklyn",11237,40.703467,-73.917891,"128  Wyckoff ave, Brooklyn, NY","yes","yes","no","06/28/2020 03:42:00 PM","A",2019-02-07,"Mexican","06/28/2020"
"Funky-monkey bar",5002380203,"1205","Forest av","Staten Island",10310,40.626407,-74.130244,"1205 Forest av, Staten Island, NY","yes","yes","yes","06/19/2020 03:35:00 PM","A",2020-01-08,"Other","06/19/2020"
"Oren's Daily Roast",1018840001,"2882","Broadway","Manhattan",10025,40.805552,-73.965681,"2882 Broadway, Manhattan, NY","yes","yes","no","06/27/2020 01:15:00 AM","C",2019-12-04,"American","06/27/2020"
"TUFFET",3027830003,"286","Graham Ave","Brooklyn",11211,40.712098,-73.943974,"286  Graham Ave, Brooklyn, NY","yes","no","yes","06/20/2020 09:32:00 AM","A",2019-06-13,"American","06/20/2020"
"Maria's Mexican Restaurant",3067580090,"1849","Coney Island Avenue","Brooklyn",11230,40.611987,-73.962744,"1849 Coney Island Avenue, Brooklyn, NY","yes","yes","no","06/26/2020 09:26:00 PM","A",2019-12-19,"Pizza","06/26/2020"
"Tagine Fine Dining",1007880036,"221","W 38th street","Manhattan",10018,40.753873,-73.989612,"221 W 38th street, Manhattan, NY","yes","yes","yes","06/23/2020 04:05:00 PM","B",2020-01-24,"Moroccan","06/23/2020"
"AUSTIN HOUSE",4032550043,"72-04","AUSTIN STREET","Queens",11375,40.719223,-73.842363,"72-04  AUSTIN STREET, Queens, NY","yes","no","yes","06/21/2020 11:33:00 AM","A",2019-05-15,"American","06/21/2020"
"Grape and Grain",1003870119,"620","E 6th Street","Manhattan",10009,40.724067,-73.980641,"620 E 6th Street, Manhattan, NY","yes","no","yes","06/19/2020 06:42:00 PM","A",2020-02-21,"American","06/19/2020"
"D'Angel Billiards",2026030051,"857","East 149th Street","Bronx",10455,40.811896,-73.903882,"857 East 149th Street, Bronx, NY","yes","yes","no","07/14/2020 07:01:00 AM","B",2019-10-09,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","07/14/2020"
"Corato pizza2",4035380038,"6091","Myrtle Ave","Queens",11385,40.700767,-73.895029,"6091 Myrtle Ave , Queens, NY","yes","yes","yes","06/24/2020 02:22:00 PM","A",2019-12-09,"Pizza/Italian","06/24/2020"
"Night Music",1004350045,"111","East 7th Street","Manhattan",10009,40.726576,-73.98476,"111 East 7th Street, Manhattan, NY","yes","yes","yes","06/19/2020 06:36:00 PM","A",2019-07-23,"Vegetarian","06/19/2020"
"NUEVO TACOS AL SUADERO",4015890092,"94-06","ROOSEVELT AV","Queens",11372,40.748865,-73.872166,"94-06 ROOSEVELT AV , Queens, NY","yes","no","no","06/20/2020 01:12:00 PM","A",2019-04-22,"Mexican","06/20/2020"
"TIERRA Y MAR RESTAURANT INC",1021760054,"4221","BROADWAY","Manhattan",10033,40.849035,-73.936977,"4221 BROADWAY, Manhattan, NY","yes","yes","no","06/23/2020 07:15:00 PM","C",2019-10-24,"Spanish","06/23/2020"
"Tailfeather",3018960075,"581","Myrtle Ave","Brooklyn",11205,40.694045,-73.960881,"581 Myrtle Ave, Brooklyn, NY","yes","yes","yes","06/22/2020 01:26:00 PM","A",2019-07-11,"American","06/22/2020"
"BSide",1010410061,"370","West 51st Street","Manhattan",10019,40.763861,-73.987918,"370  West 51st Street, Manhattan, NY","yes","yes","yes","06/21/2020 05:30:00 PM","A",2020-03-12,"Pizza","06/21/2020"
"Blue Haven East",1009140003,"493","3rd Avenue","Manhattan",10016,40.745272,-73.97844,"493  3rd Avenue, Manhattan, NY","yes","yes","yes","06/21/2020 09:27:00 AM","A",2019-06-24,"American","06/21/2020"
"bombays indian cuisine",1000070038,"60","pearl street","Manhattan",10004,40.703553,-74.011152,"60 pearl street, Manhattan, NY","yes","yes","yes","06/21/2020 02:07:00 PM","A",2020-03-10,"Indian","06/21/2020"
"Taiwan Bear House",1001620051,"11","Pell","Manhattan",10013,40.714739,-73.997681,"11 Pell, Manhattan, NY","no","no","no","08/08/2020 05:47:00 PM","B",2020-03-16,"Asian","08/08/2020"
"Henry Street Ale House",3002210027,"62","Henry Street","Brooklyn",11201,40.699115,-73.992221,"62 Henry Street, Brooklyn, NY","yes","yes","yes","06/19/2020 01:49:00 PM","A",2019-04-22,"American","06/19/2020"
"Murrays Cheese Bar",1005860064,"264","Bleecker St","Manhattan",10014,40.731276,-74.003038,"264  Bleecker St, Manhattan, NY","yes","no","yes","06/24/2020 01:07:00 PM","A",2019-09-25,"American","06/24/2020"
"le cafe coffee",1008420007,"7","east 14 st","Manhattan",10003,40.735859,-73.993245,"7  east 14 st, Manhattan, NY","yes","no","no","06/19/2020 01:10:00 PM","A",2020-03-13,"Sandwiches","06/19/2020"
"GINO'S PIZZERIA RESTAURANT",1015460021,"345","E 83 ST","Manhattan",10028,40.77547,-73.952063,"345 E 83 ST, Manhattan, NY","yes","yes","yes","06/22/2020 08:44:00 AM","A",2019-06-18,"Pizza","06/22/2020"
"Ode to Babel",3011390014,"772","Dean Street","Brooklyn",11238,40.679474,-73.964574,"772 Dean Street, Brooklyn, NY","yes","yes","yes","06/22/2020 03:06:00 PM","A",2020-02-26,"American","06/22/2020"
"icook buffet",4015090033,"8117","broadway","Queens",11373,40.743179,-73.883404,"8117 broadway, Queens, NY","yes","yes","no","08/04/2020 09:30:00 AM","B",2020-01-28,"Chinese","08/04/2020"
"Citrico",3011540001,"681","Washington Avenue","Brooklyn",11238,40.676894,-73.963584,"681 Washington Avenue, Brooklyn, NY","yes","no","yes","06/22/2020 11:08:00 AM","A",2020-03-04,"Thai","06/22/2020"
"Citrico",3011540001,"681","Washington Avenue","Brooklyn",11238,40.676894,-73.963584,"681 Washington Avenue, Brooklyn, NY","yes","no","yes","06/22/2020 11:08:00 AM","A",2020-03-04,"Mexican","06/22/2020"
"Boutros",3002760010,"185","Atlantic ave","Brooklyn",11201,40.690011,-73.993499,"185 Atlantic ave , Brooklyn, NY","yes","yes","yes","06/22/2020 09:56:00 PM","A",2020-01-29,"American","06/22/2020"
"Trattorie Pesce Pasta",1005860065,"262","Bleecker St","Manhattan",10014,40.731229,-74.003009,"262 Bleecker St, Manhattan, NY","yes","yes","yes","06/20/2020 01:58:00 PM","A",2019-10-04,"Italian","06/20/2020"
"Dante",1005260028,"79-81","Macdougal St","Manhattan",10012,40.728778,-74.001533,"79-81  Macdougal St, Manhattan, NY","yes","yes","yes","06/19/2020 02:49:00 PM","A",2019-12-06,"Seafood","06/19/2020"
"High Dive",3009620007,"243","5th avenue","Brooklyn",11215,40.675012,-73.981423,"243 5th avenue, Brooklyn, NY","yes","yes","yes","06/25/2020 02:54:00 PM","A",2019-09-23,"American","06/25/2020"
"Fortunato Bros",3027630028,"289","Manhattan ave","Brooklyn",11211,40.713746,-73.945979,"289  Manhattan ave, Brooklyn, NY","no","yes","no","07/07/2020 01:18:00 PM","A",2019-09-25,"Bakery","07/07/2020"
"ELNUEVO TACO VELOZ",4015510001,"90-10","ROOSEVELT AVENUE","Queens",11372,40.74846,-73.87597,"90-10  ROOSEVELT AVENUE , Queens, NY","yes","yes","no","07/01/2020 09:33:00 PM","A",2019-11-06,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","07/01/2020"
"Heat Caribbean Kitchen and Lounge",4093060078,"100-05","Atlantic Ave","Queens",11418,40.689543,-73.843984,"100-05 Atlantic Ave , Queens, NY","yes","yes","yes","06/19/2020 11:49:00 PM","B",2019-08-01,"Caribbean","06/19/2020"
"Coffee monster",4050560022,"14940","41 Avenue","Queens",11355,40.762409,-73.814581,"14940 41 Avenue , Queens, NY","yes","yes","no","07/03/2020 09:06:00 PM","A",2019-07-16,"Café/Coffee/Tea","07/03/2020"
"CHOPT CREATIVE SALAD COMPANY",1011480001,"341","Amsterdam Avenue","Manhattan",10024,40.78124,-73.979703,"341 Amsterdam Avenue, Manhattan, NY","yes","no","no","07/07/2020 11:42:00 AM","A",2019-09-19,"Juice, Smoothies, Fruit Salads","07/07/2020"
"Raku Soho",1005180006,"48","Macdougal St.","Manhattan",10012,40.727321,-74.002738,"48 Macdougal St., Manhattan, NY","yes","yes","yes","06/19/2020 02:40:00 PM","B",2019-09-05,"Japanese","06/19/2020"
"STAND UP",3061940003,"7215","18TH AVE","Brooklyn",11204,40.614985,-73.994359,"7215 18TH AVE, Brooklyn, NY","yes","yes","no","07/08/2020 04:24:00 PM","A",2020-01-06,"Chinese","07/08/2020"
"ZERO LOUNGE RESTAURANT INC",2025220081,"1472","OGDEN AVENUE","Bronx",10452,40.844034,-73.923642,"1472 OGDEN AVENUE, Bronx, NY","yes","yes","yes","06/22/2020 01:41:00 PM","A",2020-02-19,"Spanish","06/22/2020"
"ROSIE'S",1004570128,"29","EAST SECOND STREET","Manhattan",10003,40.725171,-73.990944,"29 EAST SECOND STREET, Manhattan, NY","yes","yes","yes","06/19/2020 06:16:00 PM","A",2020-03-11,"Mexican","06/19/2020"
"Fields Good Chicken",1005690024,"88","University Place","Manhattan",10003,40.733617,-73.993065,"88 University Place, Manhattan, NY","yes","no","no","06/26/2020 01:49:00 PM","A",2020-03-12,"Chicken","06/26/2020"
"Black Gold",3004700003,"461","Court St.","Brooklyn",11231,40.677366,-73.998295,"461 Court St., Brooklyn, NY","yes","yes","no","06/19/2020 02:27:00 PM","A",2019-10-30,"Café/Coffee/Tea","06/19/2020"
"Isabella",3077050004,"3217","Quentin Road","Brooklyn",11234,40.612908,-73.939505,"3217 Quentin Road , Brooklyn, NY","yes","no","no","06/19/2020 05:05:00 PM","A",2019-09-04,"Jewish/Kosher","06/19/2020"
"Jobito Bronx",2028630046,"2001","Jerome ave","Bronx",10453,40.852916,-73.908178,"2001  Jerome ave , Bronx, NY","yes","no","no","08/09/2020 12:40:00 PM","A",2020-02-25,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","08/09/2020"
"Olde Brooklyn Bagels Shoppe",3011527502,"645","Vanderbilt ave","Brooklyn",11238,40.677795,-73.9688,"645 Vanderbilt ave , Brooklyn, NY","yes","yes","no","06/26/2020 02:10:00 PM","A",2019-11-04,"Delicatessen","06/26/2020"
"Zorbas souvlaki plus",4008440003,"29-05","23 avenue","Queens",11105,40.774959,-73.913698,"29-05 23 avenue, Queens, NY","yes","no","yes","06/21/2020 01:39:00 PM","A",2020-03-16,"Greek","06/21/2020"
"Catch 22",3059080001,"7221","3rd ave","Brooklyn",11209,40.633315,-74.027021,"7221  3rd ave, Brooklyn, NY","yes","yes","yes","06/19/2020 12:53:00 PM","A",2019-06-11,"American","06/19/2020"
"Hing Wong Restaurant Corp.",3059800050,"7922","5th Avenue","Brooklyn",11209,40.626291,-74.023956,"7922 5th Avenue, Brooklyn, NY","yes","yes","no","06/30/2020 05:57:00 PM","A",2019-02-20,"Chinese","06/30/2020"
"J & G DINER",4008330021,"22-37","31st STREET","Queens",11105,40.775295,-73.911704,"22-37  31st STREET, Queens, NY","yes","yes","no","06/19/2020 12:58:00 PM","A",2019-10-21,"American","06/19/2020"
"The Flying Cock",1009140061,"497","third avenue","Manhattan",10016,40.745387,-73.978354,"497 third avenue , Manhattan, NY","no","yes","yes","06/22/2020 06:31:00 PM","A",2020-03-04,"Irish","06/22/2020"
"ANTIOQUENA BAKERY VII INC",4016050072,"9608","ROOSEVELT AVENUE","Queens",11368,40.749172,-73.869224,"9608 ROOSEVELT AVENUE, Queens, NY","yes","yes","no","07/18/2020 12:19:00 PM","A",2019-10-15,"Mexican","07/18/2020"
"Tikka Indian Grill (Astoria)",4006260046,"34-14","30th ave","Queens",11103,40.765669,-73.918793,"34-14 30th ave, Queens, NY","yes","yes","no","06/22/2020 01:08:00 PM","Z",2020-02-27,"Indian","06/22/2020"
"Ricky's Cafe",4012860030,"75-02","37th ave.","Queens",11372,40.74907,-73.890666,"75-02 37th ave., Queens, NY","yes","yes","yes","06/21/2020 05:01:00 PM","A",2019-11-26,"American","06/21/2020"
"Bombay Chowk Indian cuisine",1014680047,"1378","1st Avenue","Manhattan",10021,40.768846,-73.955227,"1378 1st Avenue , Manhattan, NY","yes","yes","yes","06/19/2020 08:44:00 PM","A",2020-01-29,"Indian","06/19/2020"
"MERCURY BAR",1010550034,"659","9TH AVE","Manhattan",10036,40.76082,-73.9909,"659 9TH AVE, Manhattan, NY","yes","yes","yes","06/25/2020 04:00:00 PM","A",2019-04-01,"American","06/25/2020"
"The Seneca",4034400025,"582","Seneca Ave","Queens",11385,40.704408,-73.91041,"582 Seneca Ave, Queens, NY","yes","no","yes","06/24/2020 10:54:00 AM","A",2019-09-26,"American","06/24/2020"
"Cairo Rx Inc",3064400031,"1932","Bath Ave","Brooklyn",11214,40.602118,-74.002816,"1932  Bath Ave , Brooklyn, NY","yes","no","no","06/22/2020 06:10:00 PM","A",2020-02-10,"Café/Coffee/Tea","06/22/2020"
"2 Bros Pizza",1007610039,"557","8TH AVE","Manhattan",10018,40.754513,-73.991785,"557 8TH AVE, Manhattan, NY","yes","yes","no","07/14/2020 03:49:00 PM","A",2020-02-13,"Other","07/14/2020"
"Brooklyn Burgers & Beer",3009650010,"259","5th Ave","Brooklyn",11215,40.674507,-73.981841,"259  5th Ave, Brooklyn, NY","no","yes","yes","06/19/2020 12:35:00 PM","A",2019-10-05,"American","06/19/2020"
"Momo Ashi Cafe",4062370030,"4006","Bell Blvd","Queens",11361,40.764134,-73.771268,"4006 Bell Blvd, Queens, NY","yes","yes","no","07/09/2020 05:58:00 PM","A",2019-04-10,"Café/Coffee/Tea","07/09/2020"
"Waterside Grill LI, Inc",4062270299,"213-10","41st Avenue","Queens",11361,40.763523,-73.771707,"213-10 41st Avenue, Queens, NY","yes","no","yes","06/21/2020 11:22:00 PM","A",2020-01-18,"American","06/21/2020"
"El nuevo Barzola 2 INC",4013750010,"9520","Astoria Blvd","Queens",11369,40.762763,-73.873922,"9520 Astoria Blvd, Queens, NY","no","yes","yes","06/22/2020 12:36:00 PM","A",2019-12-16,"Spanish","06/22/2020"
"POPS RESTAURANT",4089220010,"8522","JAMAICA AVE","Queens",11421,40.692527,-73.858812,"8522 JAMAICA AVE, Queens, NY","yes","yes","yes","06/25/2020 06:33:00 PM","A",2019-11-12,"Spanish","06/25/2020"
"768 Mad Restaurant LLC",1013800058,"768","Madison Avenue","Manhattan",10065,40.767832,-73.968328,"768 Madison Avenue, Manhattan, NY","yes","yes","yes","06/22/2020 12:46:00 PM","A",2019-04-22,"Italian","06/22/2020"
"DAXI SICHUAN INC",4050190005,"13620","ROOSEVELT AVE","Queens",11354,40.759785,-73.829236,"13620 ROOSEVELT AVE, Queens, NY","yes","no","no","08/05/2020 03:19:00 PM","N",2020-08-05,"Chinese","08/05/2020"
