"Restaurant.Name","Business.Address","GRADE","Postcode","Latitude","Longitude","CUISINE.DESCRIPTION","categories","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol"
"Pizza Petes","528 Columbus Ave, Manhattan, NY","A",10024,40.786124,-73.972451,"French","European","yes","no","no"
"The Manor Restaurant","917 Manor Road, Staten Island, NY","A",10314,40.604242,-74.120755,"Italian","European","yes","no","yes"
"Celestine Restaurant","1 John St, Brooklyn, NY","A",11201,40.704465,-73.988293,"Mediterranean","European","no","yes","yes"
"Caffe Aronne","112  Greenwich Avenue, Manhattan, NY","A",10011,40.738481,-74.002226,"Italian","European","no","yes","no"
"Hanoi House","119 St Marks Place, Manhattan, NY","A",10009,40.727268,-73.984497,"Asian","Asian","yes","no","yes"
"Las Americas Bakery","40-30 82nd Street, Queens, NY","A",11373,40.746851,-73.883805,"Bakery","Dessert","yes","yes","no"
"z two restaurant","2925  Veterans road west , Staten Island, NY","A",10309,40.527704,-74.230963,"American","Americas","yes","yes","yes"
"Vinum Wine Bar","704 Bay st, Staten Island, NY","B",10304,40.624894,-74.07466,"Italian","European","no","yes","yes"
"tick tock diner","481 8th ave, Manhattan, NY","A",10001,40.752295,-73.993402,"American","Americas","yes","no","yes"
"Satacos","231A  Dyckman street, Manhattan, NY","A",10034,40.865921,-73.927709,"Japanese","Asian","yes","yes","yes"
"The Exley","1 Jackson Street, Brooklyn, NY","A",11211,40.715983,-73.951813,"American","Americas","yes","yes","yes"
"Birch Coffee","171 East 88th Street, Manhattan, NY","A",10128,40.780453,-73.953785,"Mexican","Americas","no","yes","no"
"The Maspeth Pizza House Inc","5560 60 street, Queens, NY","A",11378,40.725962,-73.906095,"Italian","European","yes","yes","yes"
"Arts and Crafts Beer Parlor","26  West 8th Street, Manhattan, NY","A",10011,40.732692,-73.997409,"American","Americas","yes","yes","yes"
"Forma","14 Bedford Avenue, Brooklyn, NY","A",11222,40.72369,-73.951436,"Pizza/Italian","Fast_food","yes","yes","yes"
"Thai At Lex","1244  Lexington Ave, Manhattan, NY","N",10028,40.778038,-73.956661,"Thai","Asian","yes","yes","yes"
"Pencil Factory Bar","142 Franklin Street , Brooklyn, NY","A",11222,40.729775,-73.957566,"Bottled beverages, including water, sodas, juices, etc.","Dessert","no","yes","yes"
"Porcelain","880 Woodward Ave., Queens, NY","A",11385,40.702551,-73.901731,"American","Americas","yes","yes","yes"
"RECOVERY ROOM SPORTS BAR","13524 BOOTH MEMORIAL AVENUE, Queens, NY","A",11355,40.747561,-73.829585,"American","Americas","yes","no","yes"
"Luthun","432  E 13 st, Manhattan, NY","A",10009,40.730295,-73.982237,"American","Americas","yes","no","yes"
"Mustard Panini Bar","462  Avenue p, Brooklyn, NY","A",11223,40.609097,-73.970399,"Jewish/Kosher","European","yes","no","no"
"Rai Rai Ken","218 E 10th Street, Manhattan, NY","A",10003,40.729266,-73.985626,"Japanese","Asian","yes","no","yes"
"Beck and Call NYC","84 Havemeyer St., Brooklyn, NY","N",11211,40.713871,-73.956136,"American","Americas","yes","yes","no"
"Ferns","166 1st Avenue, Manhattan, NY","A",10009,40.728909,-73.98432,"American","Americas","yes","yes","yes"
"Doha","38-34 31st Street, Queens, NY","A",11101,40.753362,-73.932379,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"UNO Pizzeria & Grill","9201 4th Avenue, Brooklyn, NY","A",11209,40.618226,-74.03021,"Pizza","Fast_food","yes","no","yes"
"Studio 299","299 Vandervoort Ave , Brooklyn, NY","A",11211,40.715392,-73.933904,"Chicken","Others","yes","yes","yes"
"El Chevere Cuchifrito Corp.","2000 3rd Ave, Manhattan, NY","A",10029,40.79399,-73.942927,"Spanish","European","yes","no","no"
"HiHi Room","138  Smith Street, Brooklyn, NY","A",11231,40.687024,-73.990275,"Armenian","Asian","yes","yes","yes"
"Lorettaï¿½s Pizza & Heroï¿½s Inc.","3276 Layton Ave , Bronx, NY","A",10465,40.83558,-73.817922,"Pizza","Fast_food","yes","no","no"
"Grand Canyon Diner","179 7th Ave, Brooklyn, NY","A",11215,40.671441,-73.977776,"American","Americas","yes","no","yes"
"Feile","131 West 33rd Street, Manhattan, NY","A",10001,40.749569,-73.989277,"American","Americas","yes","yes","yes"
"GUACAMOLE MIDTOWN CORP","768 AMSTERDAM AVENUE, Manhattan, NY","A",10025,40.795137,-73.969594,"Spanish","European","yes","yes","yes"
"Virgil's","152  West 44th st, Manhattan, NY","A",10036,40.756716,-73.984558,"Barbecue","BBQ","yes","yes","yes"
"Palace restaurant","122 E 57 str, Manhattan, NY","A",10022,40.761171,-73.969736,"American","Americas","yes","yes","yes"
"Maryanns 353 Mex Inc","353  Greenwich Street, Manhattan, NY","A",10013,40.718699,-74.010408,"Mexican","Americas","yes","yes","yes"
"One for the road","40-25  150 Street, Queens, NY","A",11354,40.763034,-73.814117,"American","Americas","yes","yes","no"
"GONZALEZ Y GONZALEZ","192  Mercer Street, Manhattan, NY","A",10012,40.726346,-73.997135,"Mexican","Americas","yes","no","yes"
"compadres mexican food","9221 liberty ave, Queens, NY","A",11417,40.680157,-73.846584,"Mexican","Americas","yes","no","no"
"Chadwick's Restaurant","8822 Third Avenue, Brooklyn, NY","A",11209,40.621843,-74.031736,"American","Americas","yes","yes","yes"
"Tom's Pizza","10410 Jamaica Ave, Queens, NY","A",11418,40.695185,-73.843019,"Pizza","Fast_food","yes","no","no"
"Cancun cafe","8605 Jamaica ave , Queens, NY","A",11421,40.692592,-73.858037,"Thai","Asian","yes","yes","no"
"Pure Thai Cookhouse","766 9th Avenue, Manhattan, NY","A",10019,40.7643,-73.988344,"Thai","Asian","yes","yes","yes"
"Rinconcito Familiar Restaurant Corp.","4118 5th Avenue, Brooklyn, NY","B",11232,40.649992,-74.005247,"Mexican","Americas","yes","yes","no"
"Calle Dao Chelsea","461 West 23rd Street, Manhattan, NY","A",10011,40.747193,-74.002963,"Chinese/Cuban","Asian","yes","yes","yes"
"Ambo","224 West 35th street, Manhattan, NY","A",10001,40.752034,-73.991053,"American","Americas","yes","yes","no"
"MAMA PUEBLA","3465  E TREMONT AVENUE, Bronx, NY","A",10465,40.831947,-73.82732,"Mexican","Americas","yes","yes","no"
"East Harlem Bottling Co","1711 Lexington Ave, Manhattan, NY","A",10029,40.79305,-73.94568,"American","Americas","yes","yes","yes"
"WHITE NOISE COFFEE","4102 162ND STREET, Queens, NY","Z",11358,40.761222,-73.803881,"Asian","Asian","yes","no","no"
"La Antioquena bakery","90-51 Corona ave, Queens, NY","A",11373,40.742224,-73.87403,"Bakery","Dessert","yes","no","no"
"McNally Jackson Books Cafe","52 Prince st., Manhattan, NY","A",10012,40.723497,-73.996039,"Café/Coffee/Tea","Dessert","yes","no","no"
"Astoria Craft","1801 26th Road, Queens, NY","A",11102,40.773223,-73.92703,"American","Americas","yes","yes","yes"
"Uva","1486 Second Avenue, Manhattan, NY","A",10075,40.772334,-73.955773,"Italian","European","yes","yes","yes"
"Maya Taqueria","168 5th Avenue, Brooklyn, NY","N",11217,40.677589,-73.979674,"Mexican","Americas","yes","no","no"
"Mahzedahr Bakery","28  Greenwich Avenue, Manhattan, NY","A",10011,40.735072,-74.000198,"Italian","European","yes","no","no"
"Hair Of The Dog","168 Orchard Street, Manhattan, NY","A",10002,40.721224,-73.988636,"American","Americas","yes","yes","yes"
"El Paisa Bar","87-05 Northern Blvd., Queens, NY","A",11372,40.756073,-73.880555,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","no","yes","yes"
"ChikaLicious Dessert Bar","201 East Tenth street, Manhattan, NY","A",10003,40.729634,-73.986448,"Other","Others","yes","no","yes"
"Keats Restaurant","842  Second ave , Manhattan, NY","A",10017,40.751605,-73.970895,"American","Americas","yes","yes","yes"
"Brooklyn Roasting Company","45 Washington Street, Brooklyn, NY","A",11201,40.702991,-73.989584,"American","Americas","yes","yes","no"
"WOW Cafe and Grill","12 Brighton 11th Street, Brooklyn, NY","A",11235,40.581921,-73.956313,"American","Americas","yes","yes","no"
"Karvouna Mezze","241 Bowery, Manhattan, NY","A",10002,40.722619,-73.993153,"American","Americas","yes","yes","yes"
"Beer Culture","328 West 45th St, Manhattan, NY","A",10036,40.759574,-73.989391,"American","Americas","no","yes","yes"
"The Bluebell Cafe","293 Third Avenue, Manhattan, NY","A",10010,40.738554,-73.983336,"American","Americas","yes","yes","yes"
"Las Margaritas Restaurant &Bar","67-12 Fresh Pond Rd, Queens, NY","A",11385,40.705481,-73.896443,"Mexican","Americas","yes","yes","yes"
"Brookside Market","43-15 Queens Blvd, Queens, NY","A",11104,40.743463,-73.921249,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"PJBradys Bar Restaurant","3201 Philip Ave, Bronx, NY","A",10465,40.830621,-73.817993,"American","Americas","yes","no","yes"
"Happy Bowls","61 4th Ave, Manhattan, NY","A",10003,40.730842,-73.990453,"Juice, Smoothies, Fruit Salads","Dessert","yes","no","no"
"The Double Windsor","210 Prospect Park West, Brooklyn, NY","A",11215,40.660462,-73.980335,"American","Americas","yes","yes","yes"
"C-LOUNGE","14 Avenue C, Manhattan, NY","A",10009,40.721102,-73.981017,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Merit Deli & Restaurant","32-02 37th Avenue, Queens, NY","A",11101,40.754473,-73.93018,"Delicatessen","Others","yes","no","no"
"East End Bar & Grill","1664 1st Avenue, Manhattan, NY","B",10128,40.777379,-73.948996,"American","Americas","yes","no","yes"
"Karaoke Boho","186 West 4th street, Manhattan, NY","A",10014,40.732599,-74.001923,"Japanese","Asian","yes","no","yes"
"Gelso & Grand","161 Mulberry Street, Manhattan, NY","A",10013,40.719671,-73.997175,"Italian","European","yes","yes","yes"
"Night Market","130 1st Ave, Manhattan, NY","A",10009,40.727435,-73.985395,"Chinese","Asian","yes","yes","no"
"Randolph Beer","343 Broome Street, Manhattan, NY","A",10013,40.719657,-73.994769,"American","Americas","no","yes","yes"
"Las Margaritas Restaurant and Sports Bar","83-22 37th Avenue, Queens, NY","A",11372,40.749867,-73.883092,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Irving Farm Coffee","78 West 3rd Street, Manhattan, NY","A",10012,40.729736,-73.998723,"Café/Coffee/Tea","Dessert","yes","yes","no"
"AJISEN RAMEN","136 WEST 28TH STREET, Manhattan, NY","A",10001,40.74652,-73.991678,"Japanese","Asian","yes","yes","yes"
"LA BONNE SOUPE","48 W 55TH ST, Manhattan, NY","A",10019,40.762319,-73.976486,"French","European","yes","yes","yes"
"jia young cafe inc","161 20 northern blvd, Queens, NY","A",11358,40.762375,-73.80412,"Bakery","Dessert","yes","yes","no"
"El Buen Sabor Deli Corp","89-20  163rd  Street, Queens, NY","A",11432,40.706657,-73.798044,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","no"
"tavern 157","157-12 northern blvd, Queens, NY","A",11354,40.763721,-73.808025,"Café/Coffee/Tea","Dessert","yes","no","yes"
"Bob's Your Uncle","929 Columbus Ave , Manhattan, NY","A",10025,40.798922,-73.963084,"Other","Others","yes","no","yes"
"Barrio Chino","253 Broome St., Manhattan, NY","A",10002,40.718038,-73.989971,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"Namaste Astoria","3115 30th Ave, Queens, NY","N",11102,40.766802,-73.921185,"Indian","Asian","yes","yes","no"
"DBL","667 10th Ave, Manhattan, NY","A",10019,40.762698,-73.993257,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"PIMPOLLO, INC","32-39 JUnction Blvd, Queens, NY","A",11369,40.757716,-73.87413,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"PONGAL INC","110  LEXINGTON AVENUE, Manhattan, NY","A",10016,40.742363,-73.982674,"Indian","Asian","yes","no","yes"
"Lili Mexican Rest Corp","415 E 138 st, Bronx, NY","A",10454,40.808778,-73.922085,"Mexican","Americas","yes","no","no"
"Frank Restaurant","88 2nd Avenue, Manhattan, NY","A",10003,40.72687,-73.988909,"American","Americas","yes","yes","yes"
"Seamore's","250  Vesey Street, Manhattan, NY","A",10281,40.714529,-74.015677,"American","Americas","yes","no","yes"
"26-05 Hospitality LLC","26-05 28th Street, Queens, NY","N",11102,40.770537,-73.921072,"Greek","European","yes","yes","yes"
"Esmeralda's Restaurant","1497  Myrtle Avenue, Brooklyn, NY","Z",11237,40.699087,-73.915747,"Mexican","Americas","yes","no","no"
"Cafe d'Alsace","1695 SECOND AVENUE, Manhattan, NY","A",10128,40.778994,-73.950941,"French","European","yes","yes","yes"
"Ophelia","3 Mitchell Place, Manhattan, NY","A",10017,40.753232,-73.966227,"American","Americas","yes","yes","yes"
"P. J. Horgan's","4902  Skillman Avenue, Queens, NY","A",11377,40.746223,-73.915081,"Spanish","European","yes","yes","yes"
"James","605 Carlton Avenue, Brooklyn, NY","A",11238,40.679023,-73.971763,"American","Americas","yes","yes","yes"
"Yin Traditional Hot Pot","23-10 Jackson Ave, Queens, NY","A",11101,40.745895,-73.945433,"Chinese","Asian","yes","no","no"
"La Pecora Bianca NoMad","1133  Broadway, Manhattan, NY","C",10010,40.743523,-73.989073,"Indian","Asian","yes","yes","yes"
"BarDough","350 W 46th St., Manhattan, NY","A",10036,40.760395,-73.989369,"Pizza/Italian","Fast_food","yes","yes","yes"
"The woo","206 Spring st, Manhattan, NY","A",10012,40.72532,-74.003543,"Korean","Asian","yes","no","yes"
"KENKA","25 St Marks Place, Manhattan, NY","A",10003,40.72897,-73.988523,"Japanese","Asian","yes","yes","yes"
"Maregirges Corporation","23-52 Steinway Street, Queens, NY","A",11105,40.769914,-73.909665,"Middle Eastern","Asian","yes","yes","no"
"Tooker Alley","793 Washington Avenue, Brooklyn, NY","A",11238,40.672897,-73.962804,"American","Americas","yes","yes","yes"
"Gansevoort Market","353 W 14TH STREET, Manhattan, NY","N",10014,40.740704,-74.004756,"Hotdogs","Fast_food","yes","yes","yes"
"Gansevoort Market","353 W 14TH STREET, Manhattan, NY","N",10014,40.740704,-74.004756,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"jaya 888","90 baxter street, Manhattan, NY","B",10013,40.71685,-73.999755,"Asian","Asian","yes","yes","yes"
"Arberia","2325 65th street , Brooklyn, NY","A",11204,40.612118,-73.978573,"Asian","Asian","yes","no","no"
"Mac 1 Food & Beverage LLC","109 W Broadway , Manhattan, NY","C",10013,40.716097,-74.008748,"American","Americas","yes","yes","yes"
"L'Accolade","302 Bleecker St, Manhattan, NY","N",10014,40.732599,-74.003792,"French","European","yes","yes","yes"
"Misirizzi","36 East 4th street, Manhattan, NY","A",10003,40.727428,-73.992261,"Italian","European","no","yes","yes"
"The Sanchez Luncheonette","38-01 Vernon Boulevard, Queens, NY","A",11101,40.759078,-73.944408,"Spanish","European","yes","no","no"
"Francy Restaurant","8029  jamaica avenue, Queens, NY","A",11421,40.692212,-73.861766,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"El Nuevo Salinas Restaurante","10202 Northern Blvd., Queens, NY","A",11368,40.757543,-73.866421,"Juice, Smoothies, Fruit Salads","Dessert","yes","yes","yes"
"MUSE THAI","689 Washington Ave, Brooklyn, NY","A",11238,40.676696,-73.963548,"Thai","Asian","yes","no","yes"
"MUSE THAI","689 Washington Ave, Brooklyn, NY","A",11238,40.676696,-73.963548,"Mexican","Americas","yes","no","yes"
"Omonia Cafe","7612-14 3rd Avenue, Brooklyn, NY","A",11209,40.630583,-74.028162,"Mediterranean","European","yes","yes","yes"
"L'arte della Pizza Brooklyn","172 5th Avenue, Brooklyn, NY","A",11217,40.677501,-73.979731,"Pizza/Italian","Fast_food","yes","yes","no"
"rico chimi myrtle ave. corp.","1492 MYRTLE AVE., Brooklyn, NY","A",11237,40.699199,-73.914517,"Spanish","European","yes","yes","no"
"Slide Bar-B-Q","5275 65th place, Queens, NY","A",11378,40.732059,-73.900111,"Chinese","Asian","yes","no","yes"
"Sweet House Drinks & Desserts","67  Bayard Street, Manhattan, NY","A",10013,40.715499,-73.998142,"Juice, Smoothies, Fruit Salads","Dessert","yes","yes","no"
"EMPANADA MAMA","765 9th Ave, Manhattan, NY","A",10019,40.764341,-73.988336,"Spanish","European","no","yes","yes"
"MEXICO LINDO RESTAURANT","459 2ND AVENUE, Manhattan, NY","A",10010,40.739651,-73.979615,"Mexican","Americas","yes","yes","yes"
"TACUBA CANTINA MEXICANA","35-01 36TH STREET, Queens, NY","A",11106,40.75602,-73.924681,"Mexican","Americas","no","yes","yes"
"Double Zero","65 2nd ave , Manhattan, NY","A",10003,40.726041,-73.989548,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"le Parisien","163   east 33rd street, Manhattan, NY","A",10016,40.745459,-73.979537,"French","European","yes","yes","yes"
"DUE","1396 3rd avenue, Manhattan, NY","A",10075,40.774569,-73.9571,"Italian","European","yes","yes","yes"
"Topaz Noodle Bar","129  West 56th Street, Manhattan, NY","A",10019,40.764159,-73.978864,"Asian","Asian","yes","yes","yes"
"Bar Basic","71 7th Avenue, Brooklyn, NY","A",11217,40.675253,-73.974912,"Hamburgers","Fast_food","yes","yes","yes"
"LOOK","622  Washington ave, Brooklyn, NY","Z",11238,40.679831,-73.964163,"Thai","Asian","yes","yes","yes"
"lahori kabab","106  lexington avenue, Manhattan, NY","A",10016,40.742267,-73.982747,"Pakistani","Asian","yes","no","no"
"MANI IN PASTA MIDTOWN","14 EAST 37th Street, Manhattan, NY","A",10016,40.749881,-73.982099,"Delicatessen","Others","yes","yes","no"
"Capucine Coffee Shop","45-51 39th Place, Queens, NY","A",11104,40.742815,-73.925396,"Café/Coffee/Tea","Dessert","yes","yes","no"
"Two Boots","284  5th Ave, Brooklyn, NY","B",11215,40.674096,-73.982213,"Mexican","Americas","no","no","no"
"Tryon Public House","4740 Broadway, Manhattan, NY","A",10040,40.8651,-73.92805,"American","Americas","yes","yes","yes"
"Pho 60","1001 60th street, Brooklyn, NY","A",11219,40.632642,-74.004813,"Vietnamese/Cambodian/Malaysia","Asian","yes","yes","no"
"Joe's Pizza","3009A Middletown Rd., Bronx, NY","A",10461,40.843981,-73.830047,"Pizza","Fast_food","yes","yes","no"
"Silver Light Tavern","689  Lorimer Street, Brooklyn, NY","A",11211,40.717514,-73.949944,"American","Americas","yes","yes","yes"
"3236 Bainbridge Avenue Food Corp","3236 Bainbridge Avenue , Bronx, NY","A",10467,40.876395,-73.879648,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Krupa Grocery","231 Prospect Park West, Brooklyn, NY","A",11215,40.65993,-73.98075,"American","Americas","yes","yes","yes"
"SHUKA","38  MACDOUGAL STREET, Manhattan, NY","B",10012,40.727109,-74.002915,"American","Americas","yes","yes","yes"
"Caffï¿½ Bacio","1223 3rd Avenue, Manhattan, NY","A",10021,40.768818,-73.96127,"Delicatessen","Others","yes","no","no"
"Bar Chord","1008 Cortelyou RD, Brooklyn, NY","A",11218,40.63933,-73.968602,"American","Americas","yes","no","yes"
"Jackbar","143  Havemeyer St, Brooklyn, NY","A",11211,40.711896,-73.957342,"American","Americas","yes","no","yes"
"shu han ju restaurant llc","465 6 ave., Manhattan, NY","B",10011,40.735492,-73.998214,"Chinese","Asian","yes","no","yes"
"Aunt Jake's","133 Mulberry Street, Manhattan, NY","N",10013,40.718455,-73.99776,"Italian","European","yes","yes","yes"
"Applejack Diner","1725  Broadway, Manhattan, NY","A",10019,40.764577,-73.982286,"Pizza","Fast_food","yes","no","yes"
"Bonus Room","991 Wyckoff Avenue, Queens, NY","A",11385,40.696054,-73.904867,"American","Americas","yes","yes","yes"
